Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating;Day;Month;Year
214-17-6927;C;Naypyitaw;Normal;Female;Food and beverages;16.48;6;4.944;103.824;07/02/2019;18.23;Ewallet;98.88;4.761.904.762;4.944;09.09;7;2;2019
400-89-4171;C;Naypyitaw;Normal;Female;Sports and travel;80.97;8;32.388;680.148;28/01/2019;13.05;Cash;647.76;4.761.904.762;32.388;09.03;28;1;2019
782-95-9291;A;Yangon;Member;Male;Food and beverages;92.29.00;5;230.725;4.845.225;20/02/2019;15.55;Credit card;461.45.00;4.761.904.762;230.725;09.00;20;2;2019
279-74-2924;B;Mandalay;Member;Male;Electronic accessories;72.17.00;1;36.085;757.785;04/01/2019;19.40;Cash;72.17.00;4.761.904.762;36.085;06.01;4;1;2019
307-85-2293;B;Mandalay;Normal;Male;Home and lifestyle;50.28.00;5;12.57;263.97;07/03/2019;13.58;Ewallet;251.04.00;4.761.904.762;12.57;09.07;7;3;2019
743-04-1105;B;Mandalay;Member;Male;Health and beauty;97.22.00;9;43.749;918.729;30/03/2019;14.43;Ewallet;874.98;4.761.904.762;43.749;06.00;30;3;2019
423-57-2993;B;Mandalay;Normal;Male;Sports and travel;93.39.00;6;28.017;588.357;27/03/2019;19.18;Ewallet;560.34.00;4.761.904.762;28.017;10.00;27;3;2019
894-41-5205;C;Naypyitaw;Normal;Female;Food and beverages;43.18.00;8;17.272;362.712;19/01/2019;19.39;Credit card;345.44.00;4.761.904.762;17.272;08.03;19;1;2019
275-28-0149;A;Yangon;Normal;Male;Sports and travel;63.69;1;31.845;668.745;25/02/2019;16.21;Cash;63.69;4.761.904.762;31.845;06.00;25;2;2019
101-17-6199;A;Yangon;Normal;Male;Food and beverages;45.79;7;160.265;3.365.565;13/03/2019;19.44;Credit card;320.53.00;4.761.904.762;160.265;07.00;13;3;2019
423-80-0988;C;Naypyitaw;Normal;Male;Sports and travel;76.04.00;2;0,336111111;160.44.00;30/01/2019;19.42;Ewallet;152.08.00;4.761.904.762;0,336111111;06.05;30;1;2019
548-46-9322;B;Mandalay;Normal;Male;Food and beverages;39.09.00;10;0,857638889;418.95;20/02/2019;15.24;Credit card;399.00.00;4.761.904.762;0,857638889;05.09;20;2;2019
505-02-0892;B;Mandalay;Member;Male;Health and beauty;42.57.00;8;17.028;357.588;25/02/2019;14.12;Ewallet;340.56.00;4.761.904.762;17.028;05.06;25;2;2019
234-65-2137;C;Naypyitaw;Normal;Male;Home and lifestyle;95.58.00;10;47.79;1003.59.00;16/01/2019;13.32;Cash;955.08.00;4.761.904.762;47.79;04.08;16;1;2019
687-47-8271;A;Yangon;Normal;Male;Fashion accessories;98.98;10;49.49.00;1039.29.00;08/02/2019;16.20;Credit card;989.08.00;4.761.904.762;49.49.00;08.07;8;2;2019
796-32-9050;A;Yangon;Normal;Male;Food and beverages;51.28.00;6;15.384;323.064;19/01/2019;16.31;Cash;307.68;4.761.904.762;15.384;06.05;19;1;2019
105-31-1824;A;Yangon;Member;Male;Sports and travel;69.52.00;7;24.332;510.972;01/02/2019;15.10;Credit card;486.64;4.761.904.762;24.332;08.05;1;2;2019
249-42-3782;A;Yangon;Normal;Male;Health and beauty;70.01.00;5;175.025;3.675.525;03/01/2019;11.36;Ewallet;350.05.00;4.761.904.762;175.025;05.05;3;1;2019
316-55-4634;B;Mandalay;Member;Male;Food and beverages;80.05.00;5;200.125;4.202.625;26/01/2019;12.45;Credit card;400.25.00;4.761.904.762;200.125;09.04;26;1;2019
733-33-4967;C;Naypyitaw;Normal;Male;Electronic accessories;0,892361111;8;08.34;175.14.00;03/03/2019;19.17;Cash;166.08.00;4.761.904.762;08.34;06.03;3;3;2019
608-27-6295;B;Mandalay;Member;Male;Electronic accessories;52.89;6;15.867;333.207;19/01/2019;17.34;Credit card;317.34.00;4.761.904.762;15.867;09.08;19;1;2019
414-12-7047;B;Mandalay;Normal;Male;Food and beverages;0,846527778;8;7.916;166.236;18/01/2019;12.04;Ewallet;158.32.00;4.761.904.762;7.916;08.07;18;1;2019
827-26-2100;A;Yangon;Member;Male;Home and lifestyle;33.84;9;15.228;319.788;21/03/2019;16.21;Ewallet;304.56.00;4.761.904.762;15.228;08.08;21;3;2019
175-54-2529;A;Yangon;Member;Male;Food and beverages;22.17;8;8.868;186.228;03/03/2019;17.01;Credit card;177.36.00;4.761.904.762;8.868;09.06;3;3;2019
139-52-2867;C;Naypyitaw;Normal;Female;Fashion accessories;22.51;7;78.785;1.654.485;13/02/2019;10.50;Credit card;157.57.00;4.761.904.762;78.785;04.08;13;2;2019
407-63-8975;A;Yangon;Normal;Male;Food and beverages;73.88;6;22.164;465.444;23/03/2019;19.16;Ewallet;443.28.00;4.761.904.762;22.164;04.04;23;3;2019
342-65-4817;C;Naypyitaw;Member;Male;Health and beauty;86.08.00;3;13.02;273.42.00;28/01/2019;16.47;Ewallet;260.04.00;4.761.904.762;13.02;09.09;28;1;2019
130-98-8941;C;Naypyitaw;Normal;Male;Fashion accessories;64.26.00;7;22.491;472.311;09/02/2019;10.00;Cash;449.82;4.761.904.762;22.491;05.07;9;2;2019
434-83-9547;C;Naypyitaw;Member;Male;Food and beverages;38.47.00;8;15.388;323.148;23/01/2019;11.51;Cash;307.76;4.761.904.762;15.388;07.07;23;1;2019
851-28-6367;A;Yangon;Member;Male;Sports and travel;15.05;10;0,34375;162.75;23/03/2019;10.55;Ewallet;155.00.00;4.761.904.762;0,34375;08.00;23;3;2019
824-88-3614;C;Naypyitaw;Normal;Male;Health and beauty;34.31.00;8;13.724;288.204;25/01/2019;15.00;Ewallet;274.48.00;4.761.904.762;13.724;05.07;25;1;2019
586-25-0848;A;Yangon;Normal;Female;Sports and travel;12.34;7;4.319;90.699;04/03/2019;11.19;Credit card;86.38.00;4.761.904.762;4.319;06.07;4;3;2019
895-66-0685;B;Mandalay;Member;Male;Food and beverages;18.08;3;2.712;56.952;05/03/2019;19.46;Ewallet;54.24.00;4.761.904.762;2.712;08.00;5;3;2019
305-14-0245;B;Mandalay;Member;Female;Home and lifestyle;94.49.00;8;37.796;793.716;03/03/2019;19.00;Ewallet;755.92;4.761.904.762;37.796;07.05;3;3;2019
732-04-5373;B;Mandalay;Member;Male;Home and lifestyle;46.47.00;4;9.294;195.174;08/02/2019;10.53;Cash;185.88;4.761.904.762;9.294;07.00;8;2;2019
400-60-7251;A;Yangon;Normal;Male;Home and lifestyle;74.07.00;1;37.035;777.735;10/02/2019;12.50;Ewallet;74.07.00;4.761.904.762;37.035;09.09;10;2;2019
593-65-1552;C;Naypyitaw;Normal;Female;Home and lifestyle;69.81;4;13.962;293.202;28/01/2019;20.50;Credit card;279.24.00;4.761.904.762;13.962;05.09;28;1;2019
284-34-9626;B;Mandalay;Normal;Female;Home and lifestyle;77.04.00;3;11.556;242.676;11/02/2019;10.39;Credit card;231.12.00;4.761.904.762;11.556;07.02;11;2;2019
437-58-8131;B;Mandalay;Normal;Female;Fashion accessories;73.52.00;2;7.352;154.392;15/01/2019;13.41;Ewallet;147.04.00;4.761.904.762;7.352;04.06;15;1;2019
286-43-6208;C;Naypyitaw;Normal;Female;Food and beverages;87.08.00;9;39.51.00;829.71;16/03/2019;19.08;Cash;790.02.00;4.761.904.762;39.51.00;09.02;16;3;2019
641-43-2399;B;Mandalay;Normal;Male;Home and lifestyle;25.55.00;4;05.11;107.31.00;26/01/2019;20.23;Ewallet;102.02.00;4.761.904.762;05.11;05.07;26;1;2019
831-07-6050;A;Yangon;Normal;Male;Electronic accessories;32.71;5;81.775;1.717.275;19/03/2019;11.30;Credit card;163.55.00;4.761.904.762;81.775;09.09;19;3;2019
556-86-3144;C;Naypyitaw;Member;Female;Fashion accessories;74.29.00;1;37.145;780.045;13/01/2019;19.30;Cash;74.29.00;4.761.904.762;37.145;05.00;13;1;2019
848-24-9445;C;Naypyitaw;Member;Male;Health and beauty;43.07.00;2;04.37;91.77;26/03/2019;18.03;Cash;87.04.00;4.761.904.762;04.37;04.09;26;3;2019
856-22-8149;A;Yangon;Normal;Female;Home and lifestyle;25.29.00;1;12.645;265.545;23/03/2019;10.13;Ewallet;25.29.00;4.761.904.762;12.645;06.01;23;3;2019
699-01-4164;C;Naypyitaw;Normal;Male;Health and beauty;41.05.00;4;08.03;174.03.00;12/03/2019;19.58;Credit card;166.00.00;4.761.904.762;08.03;08.02;12;3;2019
420-11-4919;C;Naypyitaw;Member;Female;Food and beverages;71.39.00;5;178.475;3.747.975;17/02/2019;19.57;Credit card;356.95;4.761.904.762;178.475;05.05;17;2;2019
606-80-4905;C;Naypyitaw;Member;Female;Sports and travel;19.15;6;5.745;120.645;29/01/2019;10.01;Credit card;114.09.00;4.761.904.762;5.745;06.08;29;1;2019
542-41-0513;B;Mandalay;Member;Female;Electronic accessories;57.49.00;4;11.498;241.458;15/03/2019;11.57;Cash;229.96;4.761.904.762;11.498;06.06;15;3;2019
426-39-2418;C;Naypyitaw;Normal;Male;Electronic accessories;61.41.00;7;214.935;4.513.635;14/01/2019;10.02;Cash;429.87;4.761.904.762;214.935;09.08;14;1;2019
875-46-5808;B;Mandalay;Member;Male;Health and beauty;25.09.00;10;0,565972222;271.95;06/02/2019;14.51;Ewallet;259.00.00;4.761.904.762;0,565972222;08.07;6;2;2019
394-43-4238;B;Mandalay;Member;Male;Home and lifestyle;0,761805556;5;44.425;932.925;15/02/2019;12.42;Credit card;88.85;4.761.904.762;44.425;05.04;15;2;2019
749-24-1565;A;Yangon;Normal;Female;Health and beauty;23.03;9;103.635;2.176.335;03/01/2019;12.02;Ewallet;207.27.00;4.761.904.762;103.635;07.09;3;1;2019
672-51-8681;C;Naypyitaw;Member;Female;Electronic accessories;66.65;9;299.925;6.298.425;04/01/2019;18.19;Credit card;599.85;4.761.904.762;299.925;09.07;4;1;2019
263-87-5680;C;Naypyitaw;Member;Female;Home and lifestyle;28.53.00;10;14.265;299.565;18/03/2019;17.38;Ewallet;285.03.00;4.761.904.762;14.265;07.08;18;3;2019
573-58-9734;B;Mandalay;Normal;Female;Fashion accessories;30.37.00;3;45.555;956.655;28/03/2019;13.41;Ewallet;91.11.00;4.761.904.762;45.555;05.01;28;3;2019
817-69-8206;B;Mandalay;Normal;Female;Electronic accessories;99.73;9;448.785;9.424.485;02/03/2019;19.42;Credit card;897.57.00;4.761.904.762;448.785;06.05;2;3;2019
888-02-0338;A;Yangon;Normal;Male;Electronic accessories;26.23.00;9;118.035;2.478.735;25/01/2019;20.24;Ewallet;236.07.00;4.761.904.762;118.035;05.09;25;1;2019
677-11-0152;C;Naypyitaw;Normal;Female;Food and beverages;93.26.00;9;41.967;881.307;16/01/2019;18.08;Cash;839.34.00;4.761.904.762;41.967;08.08;16;1;2019
142-63-6033;B;Mandalay;Normal;Male;Home and lifestyle;92.36.00;5;23.09;484.89;20/03/2019;19.17;Ewallet;461.08.00;4.761.904.762;23.09;04.09;20;3;2019
656-16-1063;B;Mandalay;Normal;Male;Sports and travel;46.42.00;3;6.963;146.223;04/01/2019;13.24;Credit card;139.26.00;4.761.904.762;6.963;04.04;4;1;2019
891-58-8335;B;Mandalay;Member;Female;Sports and travel;29.61;7;103.635;2.176.335;11/03/2019;15.53;Cash;207.27.00;4.761.904.762;103.635;06.05;11;3;2019
802-43-8934;A;Yangon;Normal;Male;Home and lifestyle;18.28;1;0,634722222;19.194;22/03/2019;15.05;Credit card;18.28;4.761.904.762;0,634722222;08.03;22;3;2019
560-30-5617;B;Mandalay;Normal;Female;Sports and travel;24.77;5;61.925;1.300.425;24/03/2019;18.27;Cash;123.85;4.761.904.762;61.925;08.05;24;3;2019
319-74-2561;A;Yangon;Member;Female;Electronic accessories;94.64;3;14.196;298.116;21/02/2019;16.55;Cash;283.92;4.761.904.762;14.196;05.05;21;2;2019
549-03-9315;B;Mandalay;Normal;Male;Fashion accessories;94.87;8;37.948;796.908;12/02/2019;12.58;Ewallet;758.96;4.761.904.762;37.948;08.07;12;2;2019
790-29-1172;B;Mandalay;Normal;Female;Food and beverages;57.34.00;3;8.601;180.621;10/03/2019;18.59;Credit card;172.02.00;4.761.904.762;8.601;07.09;10;3;2019
239-36-3640;B;Mandalay;Normal;Male;Electronic accessories;45.35.00;6;13.605;285.705;31/01/2019;13.44;Ewallet;272.01.00;4.761.904.762;13.605;06.01;31;1;2019
468-01-2051;B;Mandalay;Normal;Male;Food and beverages;62.08.00;7;21.728;456.288;06/03/2019;13.46;Ewallet;434.56.00;4.761.904.762;21.728;05.04;6;3;2019
389-25-3394;C;Naypyitaw;Normal;Male;Electronic accessories;0,514583333;5;29.525;620.025;17/02/2019;18.06;Cash;59.05.00;4.761.904.762;29.525;09.04;17;2;2019
279-62-1445;C;Naypyitaw;Member;Female;Fashion accessories;12.54;1;0,435416667;13.167;21/02/2019;12.38;Cash;12.54;4.761.904.762;0,435416667;08.02;21;2;2019
213-72-6612;A;Yangon;Normal;Male;Food and beverages;43.25.00;2;4.325;90.825;20/03/2019;15.56;Cash;86.05.00;4.761.904.762;4.325;06.02;20;3;2019
746-68-6593;C;Naypyitaw;Member;Female;Sports and travel;87.16.00;2;8.716;183.036;11/01/2019;14.29;Credit card;174.32.00;4.761.904.762;8.716;09.07;11;1;2019
836-82-5858;B;Mandalay;Member;Male;Health and beauty;69.37.00;9;312.165;6.555.465;26/01/2019;19.14;Ewallet;624.33.00;4.761.904.762;312.165;04.00;26;1;2019
583-72-1480;C;Naypyitaw;Member;Male;Electronic accessories;37.06.00;4;7.412;155.652;31/01/2019;16.24;Ewallet;148.24.00;4.761.904.762;7.412;09.07;31;1;2019
466-61-5506;B;Mandalay;Member;Female;Electronic accessories;90.07.00;6;27.21.00;571.41.00;26/02/2019;10.52;Cash;544.02.00;4.761.904.762;27.21.00;05.03;26;2;2019
721-86-6247;A;Yangon;Normal;Female;Home and lifestyle;63.42.00;8;25.368;532.728;11/03/2019;12.55;Ewallet;507.36.00;4.761.904.762;25.368;07.04;11;3;2019
289-65-5721;B;Mandalay;Normal;Female;Fashion accessories;81.37.00;2;8.137;170.877;26/01/2019;19.28;Cash;162.74;4.761.904.762;8.137;06.05;26;1;2019
545-46-3100;B;Mandalay;Member;Female;Electronic accessories;10.59;3;15.885;333.585;12/03/2019;13.52;Credit card;31.77;4.761.904.762;15.885;08.07;12;3;2019
418-02-5978;B;Mandalay;Normal;Female;Health and beauty;84.09.00;9;378.405;7.946.505;11/02/2019;10.54;Cash;756.81;4.761.904.762;378.405;08.00;11;2;2019
269-04-5750;B;Mandalay;Member;Male;Fashion accessories;73.82;4;14.764;310.044;21/02/2019;18.31;Cash;295.28.00;4.761.904.762;14.764;06.07;21;2;2019
157-13-5295;A;Yangon;Member;Male;Health and beauty;51.94;10;25.97;545.37.00;09/03/2019;18.24;Ewallet;519.04.00;4.761.904.762;25.97;06.05;9;3;2019
645-78-8093;A;Yangon;Normal;Female;Sports and travel;93.14.00;2;9.314;195.594;20/01/2019;18.09;Ewallet;186.28.00;4.761.904.762;9.314;04.01;20;1;2019
211-30-9270;C;Naypyitaw;Normal;Male;Health and beauty;17.41;5;43.525;914.025;28/01/2019;15.16;Credit card;87.05.00;4.761.904.762;43.525;04.09;28;1;2019
755-12-3214;C;Naypyitaw;Member;Female;Fashion accessories;44.22.00;5;11.055;232.155;05/03/2019;17.07;Credit card;221.01.00;4.761.904.762;11.055;08.06;5;3;2019
346-84-3103;B;Mandalay;Member;Female;Electronic accessories;13.22;5;3.305;69.405;02/03/2019;19.26;Cash;66.01.00;4.761.904.762;3.305;04.03;2;3;2019
478-06-7835;A;Yangon;Normal;Male;Fashion accessories;89.69;1;44.845;941.745;11/01/2019;11.20;Ewallet;89.69;4.761.904.762;44.845;04.09;11;1;2019
540-11-4336;A;Yangon;Normal;Male;Food and beverages;24.94;9;11.223;235.683;11/01/2019;16.49;Credit card;224.46.00;4.761.904.762;11.223;05.06;11;1;2019
448-81-5016;A;Yangon;Normal;Male;Health and beauty;59.77;2;5.977;125.517;11/03/2019;12.01;Credit card;119.54.00;4.761.904.762;5.977;05.08;11;3;2019
142-72-4741;C;Naypyitaw;Member;Male;Fashion accessories;93.02.00;2;09.32;195.72;28/02/2019;18.37;Credit card;186.04.00;4.761.904.762;09.32;06.00;28;2;2019
217-58-1179;A;Yangon;Member;Male;Home and lifestyle;62.65;4;12.53;263.13.00;05/01/2019;11.25;Cash;250.06.00;4.761.904.762;12.53;04.02;5;1;2019
376-02-8238;B;Mandalay;Normal;Male;Home and lifestyle;93.87;8;37.548;788.508;02/02/2019;18.42;Credit card;750.96;4.761.904.762;37.548;08.03;2;2;2019
530-90-9855;A;Yangon;Member;Male;Home and lifestyle;47.59.00;8;19.036;399.756;01/01/2019;14.47;Cash;380.72;4.761.904.762;19.036;05.07;1;1;2019
866-05-7563;B;Mandalay;Member;Female;Electronic accessories;81.04.00;3;12.21;256.41.00;09/02/2019;19.43;Cash;244.02.00;4.761.904.762;12.21;04.08;9;2;2019
604-70-6476;A;Yangon;Member;Male;Fashion accessories;0,773611111;5;4.485;94.185;23/01/2019;14.04;Ewallet;89.07.00;4.761.904.762;4.485;06.08;23;1;2019
799-71-1548;A;Yangon;Member;Male;Electronic accessories;77.72;4;15.544;326.424;07/01/2019;16.11;Credit card;310.88;4.761.904.762;15.544;08.08;7;1;2019
785-13-7708;B;Mandalay;Normal;Male;Food and beverages;73.06.00;7;25.571;536.991;14/01/2019;19.06;Credit card;511.42.00;4.761.904.762;25.571;04.02;14;1;2019
845-51-0542;B;Mandalay;Member;Male;Food and beverages;46.55.00;9;209.475;4.398.975;02/02/2019;15.34;Ewallet;418.95;4.761.904.762;209.475;06.04;2;2;2019
662-47-5456;C;Naypyitaw;Member;Male;Fashion accessories;35.19.00;10;17.595;369.495;17/03/2019;19.06;Credit card;351.09.00;4.761.904.762;17.595;08.04;17;3;2019
883-17-4236;C;Naypyitaw;Normal;Female;Sports and travel;14.39;2;1.439;30.219;02/03/2019;19.44;Credit card;28.78;4.761.904.762;1.439;07.02;2;3;2019
290-68-2984;A;Yangon;Normal;Male;Home and lifestyle;1,010416667;4;0,21875;99.75;16/03/2019;11.22;Cash;95.00.00;4.761.904.762;0,21875;05.02;16;3;2019
704-11-6354;A;Yangon;Member;Male;Home and lifestyle;58.09.00;8;23.56;494.76;06/01/2019;11.23;Cash;471.02.00;4.761.904.762;23.56;08.09;6;1;2019
110-48-7033;B;Mandalay;Member;Male;Fashion accessories;32.62;4;6.524;137.004;29/01/2019;14.12;Cash;130.48.00;4.761.904.762;6.524;09.00;29;1;2019
366-93-0948;A;Yangon;Member;Male;Electronic accessories;66.35.00;1;33.175;696.675;31/01/2019;10.46;Credit card;66.35.00;4.761.904.762;33.175;09.07;31;1;2019
729-09-9681;A;Yangon;Member;Male;Home and lifestyle;25.91;6;7.773;163.233;05/02/2019;10.16;Ewallet;155.46.00;4.761.904.762;7.773;08.07;5;2;2019
151-16-1484;A;Yangon;Member;Male;Electronic accessories;32.25.00;4;06.45;135.45.00;13/02/2019;12.38;Ewallet;129.00.00;4.761.904.762;06.45;06.05;13;2;2019
380-94-4661;C;Naypyitaw;Member;Male;Electronic accessories;65.94;4;13.188;276.948;07/02/2019;13.05;Credit card;263.76;4.761.904.762;13.188;06.09;7;2;2019
850-41-9669;A;Yangon;Normal;Female;Electronic accessories;75.06.00;9;33.777;709.317;19/03/2019;13.25;Ewallet;675.54.00;4.761.904.762;33.777;06.02;19;3;2019
821-07-3596;C;Naypyitaw;Normal;Female;Fashion accessories;16.45;4;03.29;69.09.00;07/03/2019;14.53;Ewallet;65.08.00;4.761.904.762;03.29;05.06;7;3;2019
655-85-5130;B;Mandalay;Member;Female;Fashion accessories;38.03.00;4;0,3375;160.86;13/03/2019;19.22;Cash;153.02.00;4.761.904.762;0,3375;05.07;13;3;2019
447-15-7839;A;Yangon;Member;Female;Sports and travel;22.24;10;11.12;233.52.00;09/02/2019;11.00;Cash;222.04.00;4.761.904.762;11.12;04.02;9;2;2019
154-74-7179;B;Mandalay;Normal;Male;Sports and travel;54.45.00;1;27.225;571.725;26/02/2019;19.24;Ewallet;54.45.00;4.761.904.762;27.225;07.09;26;2;2019
253-12-6086;A;Yangon;Member;Female;Sports and travel;98.04.00;7;34.44.00;723.24.00;12/03/2019;12.43;Credit card;688.08.00;4.761.904.762;34.44.00;08.07;12;3;2019
808-65-0703;C;Naypyitaw;Normal;Male;Home and lifestyle;35.47.00;4;7.094;148.974;14/03/2019;17.22;Credit card;141.88;4.761.904.762;7.094;06.09;14;3;2019
571-94-0759;B;Mandalay;Member;Female;Food and beverages;74.06.00;10;37.03.00;783.03.00;08/01/2019;20.55;Cash;746.00.00;4.761.904.762;37.03.00;09.05;8;1;2019
144-51-6085;A;Yangon;Member;Male;Home and lifestyle;70.74;4;14.148;297.108;05/01/2019;16.05;Credit card;282.96;4.761.904.762;14.148;04.04;5;1;2019
731-14-2199;A;Yangon;Member;Female;Home and lifestyle;35.54.00;10;0,761805556;373.17.00;04/01/2019;13.34;Ewallet;355.04.00;4.761.904.762;0,761805556;07.00;4;1;2019
783-09-1637;B;Mandalay;Normal;Female;Sports and travel;67.43.00;5;168.575;3.540.075;06/03/2019;18.13;Ewallet;337.15.00;4.761.904.762;168.575;06.03;6;3;2019
687-15-1097;C;Naypyitaw;Member;Female;Health and beauty;21.12;2;2.112;44.352;03/01/2019;19.17;Cash;42.24.00;4.761.904.762;2.112;09.07;3;1;2019
126-54-1082;A;Yangon;Member;Female;Home and lifestyle;21.54;9;9.693;203.553;07/01/2019;11.44;Credit card;193.86;4.761.904.762;9.693;08.08;7;1;2019
633-91-1052;A;Yangon;Normal;Female;Home and lifestyle;12.03;2;1.203;25.263;27/01/2019;15.51;Cash;24.06.00;4.761.904.762;1.203;05.01;27;1;2019
477-24-6490;B;Mandalay;Normal;Female;Health and beauty;99.71;6;29.913;628.173;26/02/2019;16.52;Ewallet;598.26.00;4.761.904.762;29.913;07.09;26;2;2019
566-19-5475;B;Mandalay;Normal;Male;Fashion accessories;47.97;7;167.895;3.525.795;07/01/2019;20.52;Cash;335.79;4.761.904.762;167.895;06.02;7;1;2019
526-86-8552;C;Naypyitaw;Member;Female;Home and lifestyle;0,931944444;10;0,479861111;229.11.00;07/01/2019;17.36;Cash;218.02.00;4.761.904.762;0,479861111;07.01;7;1;2019
376-56-3573;C;Naypyitaw;Normal;Female;Fashion accessories;95.42.00;4;19.084;400.764;02/02/2019;13.23;Ewallet;381.68;4.761.904.762;19.084;06.04;2;2;2019
537-72-0426;C;Naypyitaw;Member;Male;Fashion accessories;70.99;10;35.495;745.395;20/03/2019;16.28;Cash;709.09.00;4.761.904.762;35.495;05.07;20;3;2019
828-61-5674;A;Yangon;Member;Male;Sports and travel;44.02.00;10;22.01;462.21.00;20/03/2019;19.57;Credit card;440.02.00;4.761.904.762;22.01;09.06;20;3;2019
136-08-6195;A;Yangon;Normal;Female;Home and lifestyle;69.96;8;27.984;587.664;15/02/2019;17.01;Credit card;559.68;4.761.904.762;27.984;06.04;15;2;2019
523-38-0215;C;Naypyitaw;Normal;Male;Home and lifestyle;37.00.00;1;0,100694444;38.85;06/03/2019;13.29;Credit card;37.00.00;4.761.904.762;0,100694444;07.09;6;3;2019
490-29-1201;A;Yangon;Normal;Female;Sports and travel;15.34;1;0,532638889;16.107;06/01/2019;11.09;Cash;15.34;4.761.904.762;0,532638889;06.05;6;1;2019
667-92-0055;A;Yangon;Member;Male;Health and beauty;99.83;6;29.949;628.929;04/03/2019;15.02;Ewallet;598.98;4.761.904.762;29.949;08.05;4;3;2019
565-17-3836;A;Yangon;Member;Female;Health and beauty;47.67;4;9.534;200.214;12/03/2019;14.21;Cash;190.68;4.761.904.762;9.534;09.01;12;3;2019
498-41-1961;B;Mandalay;Normal;Male;Health and beauty;66.68;5;0,713194444;350.07.00;20/02/2019;18.01;Cash;333.04.00;4.761.904.762;0,713194444;07.06;20;2;2019
593-95-4461;C;Naypyitaw;Member;Male;Home and lifestyle;74.86;1;3.743;78.603;24/03/2019;14.49;Cash;74.86;4.761.904.762;3.743;06.09;24;3;2019
226-71-3580;C;Naypyitaw;Normal;Female;Sports and travel;1,010416667;9;106.875;2.244.375;31/01/2019;12.02;Cash;213.75;4.761.904.762;106.875;09.05;31;1;2019
283-79-9594;B;Mandalay;Normal;Female;Food and beverages;48.51.00;7;169.785;3.565.485;25/01/2019;13.30;Credit card;339.57.00;4.761.904.762;169.785;05.02;25;1;2019
430-60-3493;A;Yangon;Member;Female;Home and lifestyle;94.88;7;33.208;697.368;03/02/2019;14.38;Cash;664.16.00;4.761.904.762;33.208;04.02;3;2;2019
139-20-0155;B;Mandalay;Member;Male;Electronic accessories;40.03.00;10;20.15;423.15.00;24/01/2019;17.37;Credit card;403.00.00;4.761.904.762;20.15;07.00;24;1;2019
558-80-4082;C;Naypyitaw;Normal;Male;Electronic accessories;27.85;7;97.475;2.046.975;14/03/2019;17.20;Ewallet;194.95;4.761.904.762;97.475;06.00;14;3;2019
278-97-7759;A;Yangon;Member;Female;Electronic accessories;62.48.00;1;3.124;65.604;18/02/2019;20.29;Cash;62.48.00;4.761.904.762;3.124;04.07;18;2;2019
316-68-6352;A;Yangon;Member;Female;Food and beverages;36.36.00;2;3.636;76.356;21/01/2019;10.00;Cash;72.72;4.761.904.762;3.636;07.01;21;1;2019
585-03-5943;B;Mandalay;Normal;Male;Health and beauty;18.11;10;9.055;190.155;13/03/2019;11.46;Ewallet;181.01.00;4.761.904.762;9.055;05.09;13;3;2019
211-05-0490;C;Naypyitaw;Member;Female;Electronic accessories;51.92;5;0,568055556;272.58.00;03/03/2019;13.42;Cash;259.06.00;4.761.904.762;0,568055556;07.05;3;3;2019
727-75-6477;C;Naypyitaw;Normal;Male;Electronic accessories;28.84;4;5.768;121.128;29/03/2019;14.44;Cash;115.36.00;4.761.904.762;5.768;06.04;29;3;2019
744-02-5987;A;Yangon;Member;Male;Home and lifestyle;78.38.00;6;23.514;493.794;10/01/2019;14.16;Ewallet;470.28.00;4.761.904.762;23.514;05.08;10;1;2019
307-83-9164;A;Yangon;Member;Male;Home and lifestyle;60.01.00;4;12.002;252.042;25/01/2019;15.54;Cash;240.04.00;4.761.904.762;12.002;04.05;25;1;2019
779-06-0012;C;Naypyitaw;Member;Female;Home and lifestyle;88.61;1;44.305;930.405;19/01/2019;10.21;Cash;88.61;4.761.904.762;44.305;07.07;19;1;2019
446-47-6729;C;Naypyitaw;Normal;Male;Fashion accessories;99.82;2;9.982;209.622;02/01/2019;18.09;Credit card;199.64;4.761.904.762;9.982;06.07;2;1;2019
573-10-3877;B;Mandalay;Member;Male;Health and beauty;39.01.00;1;19.505;409.605;12/03/2019;16.46;Credit card;39.01.00;4.761.904.762;19.505;04.07;12;3;2019
735-06-4124;C;Naypyitaw;Normal;Male;Food and beverages;48.61;1;24.305;510.405;25/02/2019;15.31;Cash;48.61;4.761.904.762;24.305;04.04;25;2;2019
439-54-7422;A;Yangon;Normal;Female;Electronic accessories;51.19.00;4;10.238;214.998;18/03/2019;17.15;Credit card;204.76;4.761.904.762;10.238;04.07;18;3;2019
396-90-2219;B;Mandalay;Normal;Female;Electronic accessories;0,65;8;5.984;125.664;23/02/2019;12.29;Cash;119.68;4.761.904.762;5.984;08.06;23;2;2019
411-77-0180;A;Yangon;Member;Male;Electronic accessories;72.02.00;7;25.27.00;530.67;26/03/2019;20.14;Ewallet;505.04.00;4.761.904.762;25.27.00;04.03;26;3;2019
286-01-5402;A;Yangon;Normal;Female;Sports and travel;40.23.00;7;140.805;2.956.905;30/03/2019;13.22;Cash;281.61;4.761.904.762;140.805;09.06;30;3;2019
